,uid,site_x,date_er,am_date,year,date,zone,easting,northing,lattitude,longitude,datum,factor,count,height_o,height_g,Discription,issues,cent_sp01,cent_l_sp01,cent_d_sp01,cent_sp02,cent_l_sp02,cent_d_sp02,cent_sp03,cent_l_sp03,cent_d_sp03,cent_sp04,cent_l_sp04,cent_d_sp04,cent_sp05,cent_l_sp05,cent_d_sp05,cent_sp06,cent_l_sp06,cent_d_sp06,cent_sp07,cent_l_sp07,cent_d_sp07,cent_sp08,cent_l_sp08,cent_d_sp08,cent_sp09,cent_l_sp09,cent_d_sp09,cent_sp10,cent_l_sp10,cent_d_sp10,cent_sp11,cent_l_sp11,cent_d_sp11,north_sp01,north_l_sp01,north_d_sp01,north_sp02,north_l_sp02,north_d_sp02,north_sp03,north_l_sp03,north_d_sp03,north_sp04,north_l_sp04,north_d_sp04,north_sp05,north_l_sp05,north_d_sp05,north_sp06,north_l_sp06,north_d_sp06,north_sp07,north_l_sp07,north_d_sp07,north_sp08,north_l_sp08,north_d_sp08,north_sp09,north_l_sp09,north_d_sp09,north_sp10,north_l_sp10,north_d_sp10,north_sp11,north_l_sp11,north_d_sp11,south_sp01,south_l_sp01,south_d_sp01,south_sp02,south_l_sp02,south_d_sp02,south_sp03,south_l_sp03,south_d_sp03,south_sp04,south_l_sp04,south_d_sp04,south_sp05,south_l_sp05,south_d_sp05,south_sp06,south_l_sp06,south_d_sp06,south_sp07,south_l_sp07,south_d_sp07,south_sp08,south_l_sp08,south_d_sp08,south_sp09,south_l_sp09,south_d_sp09,south_sp10,south_l_sp10,south_d_sp10,south_sp11,south_l_sp11,south_d_sp11,sw_sp01,sw_l_sp01,sw_d_sp01,sw_sp02,sw_l_sp02,sw_d_sp02,sw_sp03,sw_l_sp03,sw_d_sp03,sw_sp04,sw_l_sp04,sw_d_sp04,sw_sp05,sw_l_sp05,sw_d_sp05,sw_sp06,sw_l_sp06,sw_d_sp06,sw_sp07,sw_l_sp07,sw_d_sp07,sw_sp08,sw_l_sp08,sw_d_sp08,sw_sp09,sw_l_sp09,sw_d_sp09,sw_sp10,sw_l_sp10,sw_d_sp10,sw_sp11,sw_l_sp11,sw_d_sp11,ne_sp01,ne_l_sp01,ne_d_sp01,ne_sp02,ne_l_sp02,ne_d_sp02,ne_sp03,ne_l_sp03,ne_d_sp03,ne_sp04,ne_l_sp04,ne_d_sp04,ne_sp05,ne_l_sp05,ne_d_sp05,ne_sp06,ne_l_sp06,ne_d_sp06,ne_sp07,ne_l_sp07,ne_d_sp07,ne_sp08,ne_l_sp08,ne_d_sp08,ne_sp09,ne_l_sp09,ne_d_sp09,ne_sp10,ne_l_sp10,ne_d_sp10,ne_sp11,ne_l_sp11,ne_d_sp11,se_sp01,se_l_sp01,se_d_sp01,se_sp02,se_l_sp02,se_d_sp02,se_sp03,se_l_sp03,se_d_sp03,se_sp04,se_l_sp04,se_d_sp04,se_sp05,se_l_sp05,se_d_sp05,se_sp06,se_l_sp06,se_d_sp06,se_sp07,se_l_sp07,se_d_sp07,se_sp08,se_l_sp08,se_d_sp08,se_sp09,se_l_sp09,se_d_sp09,se_sp10,se_l_sp10,se_d_sp10,se_sp11,se_l_sp11,se_d_sp11,nw_sp01,nw_l_sp01,nw_d_sp01,nw_sp02,nw_l_sp02,nw_d_sp02,nw_sp03,nw_l_sp03,nw_d_sp03,nw_sp04,nw_l_sp04,nw_d_sp04,nw_sp05,nw_l_sp05,nw_d_sp05,nw_sp06,nw_l_sp06,nw_d_sp06,nw_sp07,nw_l_sp07,nw_d_sp07,nw_sp08,nw_l_sp08,nw_d_sp08,nw_sp09,nw_l_sp09,nw_d_sp09,nw_sp10,nw_l_sp10,nw_d_sp10,nw_sp11,nw_l_sp11,nw_d_sp11,siteyear,site_y,b1_h99a2_min,b1_h99a2_max,b1_h99a2_mean,b1_h99a2_med,b1_h99a2_std,b1_h99a2_p25,b1_h99a2_p50,b1_h99a2_p75,b1_h99a2_p95,b1_h99a2_p99
0,96,lim06,2012-05-30 00:00:00,20120530,2012,2012-05-30,53.0,576019.0,8196839.0,,,GDA94,0.1,7.0,,,,,Terminalia canescens,8.0,1.0,Corymbia grandifolia,9.0,0.0,Corymbia terminalis,7.0,0.0,Bauhinia cunninghamii,1.0,0.0,Hakea arborescens,2.0,0.0,Eucalyptus chlorophylla,5.0,1.0,Petalostigma pubescens,5.0,4.0,Brachychiton diversifolius,1.0,0.0,E. chlorostachys,3.0,0.0,,,,,,,Terminalia canescens,12.0,6.0,Corymbia grandifolia,7.0,0.0,Corymbia terminalis,8.0,2.0,Bauhinia cunninghamii,3.0,0.0,Hakea arborescens,6.0,0.0,Eucalyptus chlorophylla,4.0,0.0,Petalostigma pubescens,4.0,0.0,Brachychiton diversifolius,1.0,0.0,E. chlorostachys,6.0,0.0,,,,,,,Terminalia canescens,5.0,3.0,Corymbia grandifolia,8.0,0.0,Hakea arborescens,6.0,1.0,Eucalyptus chlorophylla,5.0,3.0,Petalostigma pubescens,10.0,2.0,E. chlorostachys,3.0,2.0,,,,,,,,,,,,,,,,Terminalia canescens,5.0,1.0,Corymbia grandifolia,1.0,0.0,Corymbia terminalis,2.0,0.0,Hakea arborescens,2.0,0.0,Eucalyptus chlorophylla,9.0,1.0,Petalostigma pubescens,11.0,2.0,Brachychiton diversifolius,1.0,0.0,E. chlorostachys,8.0,1.0,,,,,,,,,,Terminalia canescens,3.0,2.0,Corymbia grandifolia,7.0,0.0,Corymbia terminalis,9.0,0.0,Bauhinia cunninghamii,2.0,0.0,Hakea arborescens,1.0,0.0,Eucalyptus chlorophylla,3.0,0.0,Petalostigma pubescens,2.0,0.0,Brachychiton diversifolius,1.0,0.0,E. chlorostachys,2.0,0.0,,,,,,,Terminalia canescens,1.0,0.0,Corymbia grandifolia,5.0,0.0,Corymbia terminalis,5.0,0.0,Bauhinia cunninghamii,1.0,0.0,Hakea arborescens,3.0,0.0,Eucalyptus chlorophylla,6.0,1.0,Petalostigma pubescens,4.0,0.0,Brachychiton diversifolius,1.0,0.0,E. chlorostachys,17.0,0.0,,,,,,,Terminalia canescens,4.0,2.0,Corymbia grandifolia,5.0,0.0,Corymbia terminalis,8.0,0.0,Hakea arborescens,4.0,0.0,Eucalyptus chlorophylla,9.0,0.0,,,,,,,,,,,,,,,,,,,lim06.2012_1ha,lim06.2012_1ha,9.24689483642578,12.705558776855467,11.279403686523438,11.427238464355467,1.0145128686587757,10.541509628295898,11.427238464355467,12.091337203979492,12.543053054809564,12.673057632446287
0,97,legu01,2012-10-05 00:00:00,20121005,2012,2012-10-05,52.0,527394.0,8299333.0,,,WGS84,0.1,7.0,,,,,Corymbia polycarpa,4.0,0.0,Melaleuca nervoa,2.0,0.0,Melaleuca viridiflora,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia polycarpa,4.0,0.0,Melaleuca nervoa,2.0,0.0,Melaleuca viridiflora,10.0,0.0,Acacia sp.,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,Corymbia polycarpa,2.0,0.0,Melaleuca nervoa,1.0,0.0,Melaleuca viridiflora,8.0,0.0,Acacia sp.,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,Corymbia polycarpa,1.0,0.0,Melaleuca viridiflora,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia polycarpa,4.0,1.0,Melaleuca nervoa,4.0,0.0,Melaleuca viridiflora,1.0,0.0,Acacia sp.,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,Corymbia polycarpa,3.0,1.0,Melaleuca nervoa,3.0,0.0,Acacia sp.,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia polycarpa,3.0,0.0,Melaleuca nervoa,1.0,0.0,Melaleuca viridiflora,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,legu01.2012_1ha,legu01.2012_1ha,8.197036743164062,11.48199462890625,9.913537216186526,9.768943786621094,0.8682500129378821,9.320083618164062,9.768943786621094,10.409027099609377,11.421923828124989,11.469980468750007
0,100,legu04,2012-10-07 00:00:00,20121007,2012,2012-10-07,52.0,527634.0,8297780.0,,,WGS84,0.1,7.0,,,,,E. tetrodonta,15.0,2.0,Corymbia ferruginea,1.0,0.0,Grevillea decurrens,4.0,0.0,Terminalia canescens,1.0,0.0,Eucalyptus tectifica,2.0,0.0,,,,,,,,,,,,,,,,,,,E. tetrodonta,7.0,0.0,Corymbia ferruginea,1.0,0.0,E. chlorostachys,1.0,0.0,Grevillea decurrens,3.0,0.0,Terminalia canescens,2.0,0.0,Terminalia carpentariae,1.0,0.0,Eucalyptus tectifica,2.0,0.0,,,,,,,,,,,,,E. tetrodonta,17.0,0.0,Corymbia ferruginea,1.0,0.0,E. chlorostachys,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,E. tetrodonta,16.0,1.0,Corymbia ferruginea,2.0,0.0,E. chlorostachys,4.0,0.0,Terminalia canescens,1.0,0.0,Eucalyptus tectifica,4.0,0.0,,,,,,,,,,,,,,,,,,,E. tetrodonta,12.0,0.0,Corymbia ferruginea,1.0,0.0,E. chlorostachys,6.0,0.0,Terminalia canescens,3.0,0.0,Terminalia carpentariae,2.0,0.0,Eucalyptus tectifica,3.0,0.0,,,,,,,,,,,,,,,,E. tetrodonta,14.0,0.0,Corymbia ferruginea,2.0,0.0,E. chlorostachys,3.0,0.0,Terminalia canescens,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,E. tetrodonta,11.0,1.0,Corymbia ferruginea,2.0,0.0,E. chlorostachys,7.0,0.0,Grevillea decurrens,1.0,0.0,Terminalia canescens,2.0,0.0,Eucalyptus tectifica,3.0,0.0,,,,,,,,,,,,,,,,legu04.2012_1ha,legu04.2012_1ha,9.281478881835938,12.21160125732422,11.29152011871338,11.48664093017578,0.7824140444033743,11.044628143310547,11.48664093017578,11.816476821899414,12.139554977416992,12.197192001342769
0,101,legu05,2012-10-07 00:00:00,20121007,2012,2012-10-07,52.0,525845.0,8298997.0,,,WGS84,0.1,7.0,,,,,Acacia sp.,21.0,0.0,E. tetrodonta,1.0,0.0,E. miniata,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Acacia sp.,14.0,1.0,E. tetrodonta,5.0,1.0,E. miniata,13.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,Acacia sp.,33.0,0.0,E. tetrodonta,2.0,0.0,E. miniata,2.0,0.0,Terminalia carpentariae,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,Acacia sp.,35.0,3.0,E. tetrodonta,2.0,0.0,E. miniata,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Acacia sp.,32.0,0.0,E. tetrodonta,2.0,0.0,E. miniata,6.0,0.0,Terminalia carpentariae,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,Acacia sp.,20.0,5.0,E. tetrodonta,3.0,0.0,E. miniata,3.0,0.0,Terminalia carpentariae,1.0,0.0,Petalostigma pubescens,1.0,0.0,,,,,,,,,,,,,,,,,,,Acacia sp.,20.0,1.0,E. tetrodonta,2.0,1.0,E. miniata,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,legu05.2012_1ha,legu05.2012_1ha,10.384536743164062,18.47572326660156,16.1078462600708,16.792644500732422,2.139986080236074,14.573129653930664,16.792644500732422,17.57082748413086,18.290964126586914,18.43877143859864
0,102,legu06,2012-10-07 00:00:00,20121007,2012,2012-10-07,52.0,518868.0,8305642.0,,,WGS84,0.25,7.0,,,,,Corymbia bella,8.0,1.0,Acacia holosericea,13.0,0.0,Corymbia polycarpa,1.0,0.0,Terminalia grandiflora,1.0,0.0,P. careya,1.0,0.0,,,,,,,,,,,,,,,,,,,Corymbia bella,7.0,0.0,Acacia holosericea,6.0,0.0,Corymbia polycarpa,3.0,0.0,P. careya,3.0,0.0,Strychnos lucida,1.0,0.0,Alstonia species,1.0,0.0,,,,,,,,,,,,,,,,Corymbia bella,11.0,0.0,Acacia holosericea,1.0,0.0,Corymbia polycarpa,3.0,0.0,Terminalia grandiflora,2.0,0.0,P. careya,3.0,0.0,,,,,,,,,,,,,,,,,,,Corymbia bella,9.0,0.0,Acacia holosericea,3.0,0.0,Corymbia polycarpa,4.0,0.0,Terminalia grandiflora,1.0,0.0,P. careya,2.0,0.0,,,,,,,,,,,,,,,,,,,Corymbia bella,9.0,0.0,Acacia holosericea,7.0,0.0,Corymbia polycarpa,3.0,0.0,P. careya,3.0,0.0,Ficus scobina,1.0,0.0,Lysiphyllum cunninghamii,1.0,0.0,,,,,,,,,,,,,,,,Corymbia bella,8.0,0.0,Acacia holosericea,2.0,0.0,Corymbia polycarpa,5.0,0.0,Terminalia grandiflora,3.0,0.0,P. careya,2.0,0.0,Ficus scobina,6.0,0.0,Lysiphyllum cunninghamii,2.0,0.0,,,,,,,,,,,,,Corymbia bella,12.0,1.0,Acacia holosericea,11.0,0.0,Corymbia polycarpa,2.0,0.0,Terminalia grandiflora,1.0,0.0,P. careya,3.0,0.0,,,,,,,,,,,,,,,,,,,legu06.2012_1ha,legu06.2012_1ha,15.317878723144533,20.01132202148437,17.932709121704107,18.149337768554688,1.4163287460238994,16.734533309936527,18.149337768554688,19.313209533691406,19.65402107238769,19.939861831665027
0,103,legu07,2012-10-08 00:00:00,20121008,2012,2012-10-08,52.0,513788.0,8299653.0,,,WGS84,0.25,7.0,,,,,E. miniata,16.0,2.0,E. tetrodonta,5.0,0.0,Acacia sp.,1.0,0.0,Buchanania obovata,3.0,0.0,P. careya,5.0,0.0,Terminalia carpentariae,1.0,0.0,,,,,,,,,,,,,,,,E. miniata,7.0,2.0,E. tetrodonta,2.0,0.0,Acacia sp.,4.0,0.0,Buchanania obovata,2.0,0.0,P. careya,2.0,0.0,Terminalia carpentariae,3.0,0.0,P. pubescens,2.0,0.0,,,,,,,,,,,,,E. miniata,17.0,2.0,E. tetrodonta,4.0,0.0,P. careya,1.0,0.0,Terminalia carpentariae,1.0,0.0,P. pubescens,1.0,0.0,Grevillea agrifolia,1.0,0.0,,,,,,,,,,,,,,,,E. miniata,15.0,0.0,E. tetrodonta,4.0,0.0,Acacia sp.,2.0,0.0,Buchanania obovata,2.0,0.0,P. careya,5.0,0.0,Terminalia carpentariae,2.0,0.0,,,,,,,,,,,,,,,,E. miniata,10.0,0.0,E. tetrodonta,5.0,0.0,Acacia sp.,0.0,1.0,Petalostigma pubescens,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,E. miniata,16.0,1.0,E. tetrodonta,3.0,0.0,Acacia sp.,3.0,3.0,Buchanania obovata,1.0,0.0,P. careya,2.0,0.0,Terminalia carpentariae,1.0,0.0,Petalostigma pubescens,2.0,0.0,Owinea sp.,1.0,0.0,,,,,,,,,,E. miniata,11.0,1.0,E. tetrodonta,3.0,0.0,Acacia sp.,7.0,0.0,Buchanania obovata,3.0,0.0,P. careya,2.0,0.0,Terminalia carpentariae,3.0,0.0,Petalostigma pubescens,4.0,0.0,Persoonia falcata,2.0,0.0,,,,,,,,,,legu07.2012_1ha,legu07.2012_1ha,13.18427276611328,19.11368560791016,16.477068176269526,16.303985595703125,1.4686307447204043,15.76092529296875,16.303985595703125,17.836776733398438,18.437855529785168,18.959739685058594
0,104,legu08,2012-10-08 00:00:00,20121008,2012,2012-10-08,52.0,518282.0,8293176.0,,,WGS84,0.1,7.0,,,,,E. miniata,10.0,4.0,E. tetrodonta,10.0,0.0,Buchanania obovata,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,E. miniata,18.0,4.0,E. tetrodonta,11.0,1.0,Buchanania obovata,2.0,0.0,P. careya,2.0,0.0,Terminalia carpentariae,1.0,0.0,,,,,,,,,,,,,,,,,,,E. miniata,17.0,2.0,E. tetrodonta,11.0,1.0,Buchanania obovata,1.0,0.0,Grevillea agrifolia,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,E. miniata,15.0,2.0,E. tetrodonta,14.0,2.0,Buchanania obovata,2.0,0.0,Terminalia carpentariae,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,E. miniata,16.0,4.0,E. tetrodonta,7.0,0.0,Buchanania obovata,2.0,0.0,Terminalia carpentariae,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,E. miniata,15.0,3.0,E. tetrodonta,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. miniata,13.0,3.0,E. tetrodonta,12.0,2.0,Buchanania obovata,1.0,0.0,P. careya,1.0,0.0,Terminalia carpentariae,3.0,0.0,,,,,,,,,,,,,,,,,,,legu08.2012_1ha,legu08.2012_1ha,13.130615234375,18.63239288330078,16.51175270080566,16.998844146728516,1.5508426974282157,15.303335189819336,16.998844146728516,17.83365249633789,18.23661994934082,18.553238296508795
0,105,jdr01,2012-05-22 00:00:00,20120522,2012,2012-05-22,52.0,780970.0,8463596.0,,,GDA94,0.75,7.0,,,,,E. miniata,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. miniata,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. miniata,22.0,0.0,Corymbia sp.,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. miniata,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. miniata,18.0,0.0,Corymbia sp.,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. miniata,13.0,1.0,Corymbia sp.,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. miniata,19.0,0.0,Corymbia sp.,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,jdr01.2012_1ha,jdr01.2012_1ha,13.89313507080078,18.382164001464844,16.346044921875006,16.394550323486328,1.238240152624299,15.720479965209961,16.394550323486328,17.367891311645508,18.089579772949218,18.32364715576172
0,106,jdr02,2012-05-23 00:00:00,20120523,2012,2012-05-23,52.0,781061.0,8466531.0,,,GDA94,0.5,7.0,,,,,E. tetrodonta,19.0,2.0,Corymbia sp.,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. tetrodonta,16.0,0.0,Corymbia sp.,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. tetrodonta,22.0,1.0,Corymbia sp.,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. tetrodonta,23.0,2.0,Corymbia sp.,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. tetrodonta,26.0,1.0,Corymbia sp.,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. tetrodonta,24.0,1.0,Corymbia sp.,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. tetrodonta,20.0,1.0,Corymbia sp.,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,jdr02.2012_1ha,jdr02.2012_1ha,14.192230224609375,17.869003295898438,16.02933898925781,15.95306396484375,1.0651371554472342,15.155426025390625,15.95306396484375,16.956169128417972,17.472245788574227,17.77560302734375
0,107,jdr03,2012-05-23 00:00:00,20120523,2012,2012-05-23,52.0,777576.0,8467718.0,,,GDA94,0.25,7.0,,,,,Syzygium sp.,37.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syzygium sp.,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syzygium sp.,36.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syzygium sp.,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syzygium sp.,40.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syzygium sp.,29.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syzygium sp.,39.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jdr03.2012_1ha,jdr03.2012_1ha,9.042366027832033,15.28863525390625,13.259135246276855,13.173381805419922,1.4604267573706744,12.532331466674805,13.173381805419922,14.30095100402832,15.15837287902832,15.262582778930664
0,108,jdr04,2012-05-23 00:00:00,20120523,2012,2012-05-23,52.0,780647.0,8453538.0,,,GDA94,0.25,7.0,,,,,species 1,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,species 1,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,species 1,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,species 1,6.0,0.0,species 2,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,species 1,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,species 1,19.0,0.0,species 2,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,species 1,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jdr04.2012_1ha,jdr04.2012_1ha,3.8288421630859375,6.7421875,5.152087783813472,5.2037925720214835,0.772568830887562,4.467435836791992,5.2037925720214835,5.569873809814453,6.638121795654299,6.721374359130862
0,110,auv01,2012-10-09 00:00:00,20121009,2012,2012-10-09,52.0,617217.0,8277135.0,,,GDA94,0.1,7.0,9.0,0.35,,,Lysiphyllum cunninghamii,30.0,2.0,Eucalyptus microtheca,1.0,0.0,Atalaya hemiglauca,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Lysiphyllum cunninghamii,19.0,0.0,Eucalyptus microtheca,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lysiphyllum cunninghamii,15.0,1.0,Eucalyptus microtheca,3.0,0.0,Atalaya hemiglauca,2.0,0.0,Terminalia volucris,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,Lysiphyllum cunninghamii,30.0,0.0,Eucalyptus microtheca,6.0,0.0,Atalaya hemiglauca,1.0,0.0,Terminalia volucris,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,Lysiphyllum cunninghamii,25.0,1.0,Eucalyptus microtheca,5.0,0.0,Atalaya hemiglauca,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Lysiphyllum cunninghamii,17.0,0.0,Terminalia volucris,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lysiphyllum cunninghamii,25.0,0.0,Eucalyptus microtheca,3.0,0.0,Atalaya hemiglauca,2.0,0.0,Terminalia volucris,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,auv01.2012_1ha,auv01.2012_1ha,4.6740264892578125,8.757316589355469,6.4964019775390645,6.473411560058594,1.0734111868914658,5.634153366088867,6.473411560058594,6.828733444213867,8.657693862915039,8.737392044067379
0,111,auv02,2012-10-10 00:00:00,20121010,2012,2012-10-10,52.0,610386.0,8266535.0,,,GDA94,0.1,7.0,11.0,0.5,,,Eucalyptus pruinosa,10.0,0.0,Brachychiton diversifolius,1.0,0.0,Terminalia arostrata,2.0,0.0,Eucalyptus terminalis,2.0,0.0,Corymbia confertiflora,3.0,1.0,Melaleuca minutifolia,1.0,0.0,,,,,,,,,,,,,,,,Eucalyptus pruinosa,16.0,1.0,Brachychiton diversifolius,4.0,0.0,Eucalyptus terminalis,2.0,0.0,Corymbia confertiflora,0.0,1.0,Lysiphyllum cunninghamii,1.0,0.0,,,,,,,,,,,,,,,,,,,Eucalyptus pruinosa,10.0,0.0,Brachychiton diversifolius,1.0,0.0,Terminalia arostrata,2.0,0.0,Corymbia confertiflora,6.0,0.0,Lysiphyllum cunninghamii,1.0,0.0,,,,,,,,,,,,,,,,,,,Eucalyptus pruinosa,14.0,1.0,Terminalia arostrata,2.0,0.0,Eucalyptus terminalis,2.0,0.0,Corymbia confertiflora,1.0,0.0,Lysiphyllum cunninghamii,3.0,0.0,Acacia sp.,1.0,0.0,,,,,,,,,,,,,,,,Eucalyptus pruinosa,18.0,3.0,Brachychiton diversifolius,1.0,0.0,Eucalyptus terminalis,1.0,0.0,Corymbia confertiflora,1.0,0.0,Lysiphyllum cunninghamii,2.0,0.0,Melaleuca minutifolia,10.0,0.0,,,,,,,,,,,,,,,,Eucalyptus pruinosa,11.0,0.0,Brachychiton diversifolius,3.0,0.0,Terminalia arostrata,2.0,0.0,Corymbia confertiflora,5.0,0.0,Melaleuca minutifolia,3.0,0.0,,,,,,,,,,,,,,,,,,,Eucalyptus pruinosa,14.0,0.0,Eucalyptus terminalis,3.0,0.0,Corymbia confertiflora,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,auv02.2012_1ha,auv02.2012_1ha,6.3150482177734375,11.747520446777346,8.753247985839849,8.409469604492188,1.3066513940226252,7.9856414794921875,8.409469604492188,9.6812744140625,10.851892089843746,11.55537689208984
0,112,auv03,2012-10-10 00:00:00,20121010,2012,2012-10-10,52.0,604892.0,8262852.0,,,GDA94,0.1,7.0,9.0,1.3,,,Lysiphyllum cunninghamii,8.0,0.0,Acacia valida,5.0,0.0,Atalaya hemiglauca,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Lysiphyllum cunninghamii,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lysiphyllum cunninghamii,6.0,0.0,Acacia valida,6.0,0.0,Terminalia volucris,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Lysiphyllum cunninghamii,5.0,0.0,Acacia valida,6.0,0.0,Atalaya hemiglauca,2.0,0.0,Terminalia volucris,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,Lysiphyllum cunninghamii,6.0,0.0,Excoecaria parvifolia,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lysiphyllum cunninghamii,6.0,0.0,Acacia valida,1.0,0.0,Excoecaria parvifolia,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Lysiphyllum cunninghamii,4.0,0.0,Acacia valida,1.0,0.0,Atalaya hemiglauca,1.0,0.0,Terminalia volucris,1.0,0.0,Carissa lanceolata,2.0,0.0,,,,,,,,,,,,,,,,,,,auv03.2012_1ha,auv03.2012_1ha,6.3891448974609375,10.929893493652344,9.393486785888669,9.361469268798828,1.1301961009291202,8.540409088134767,9.361469268798828,10.295196533203123,10.855681991577145,10.915051193237305
0,114,auv05,2012-10-11 00:00:00,20121011,2012,2012-10-11,52.0,588622.0,8246171.0,,,GDA94,0.1,7.0,9.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terminalia volucris,1.0,0.0,Terminalia platyptera,1.0,0.0,Lysiphyllum cunninghamii,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,species 1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auv05.2012_1ha,auv05.2012_1ha,4.634498596191406,6.8580169677734375,5.731631755828857,5.729133605957031,0.6652867251484977,5.310432434082031,5.729133605957031,6.225435256958008,6.676433563232423,6.821700286865236
