uid,site,date_er,date,zone,easting,northing,lattitude,longitude,datum,factor,count,height_o,height_g,Discription,issues,species,sp_l,sp_d
129,FA4_1_2,9/28/2000,,53,335220,8652335,,,AGD66,0.5,3,,,,,E. miniata,21,0
129,FA4_1_2,9/28/2000,,53,335220,8652335,,,AGD66,0.5,3,,,,,others,11,0
129,FA4_1_2,9/28/2000,,53,335220,8652335,,,AGD66,0.5,3,,,,,dead,0,15
129,FA4_1_2,9/28/2000,,53,335220,8652335,,,AGD66,0.5,3,,,,,Corymbia sp.,4,0
130,FA5_2_2,9/29/2000,,53,387598,8653672,,,AGD66,0.75,3,,,,,E. tetrodonta,59,0
130,FA5_2_2,9/29/2000,,53,387598,8653672,,,AGD66,0.75,3,,,,,E. miniata,49,0
130,FA5_2_2,9/29/2000,,53,387598,8653672,,,AGD66,0.75,3,,,,,others,14,0
130,FA5_2_2,9/29/2000,,53,387598,8653672,,,AGD66,0.75,3,,,,,dead,0,18
131,FA5_1_2,9/29/2000,,53,387517,8653701,,,AGD66,0.75,3,,,,,E. tetrodonta,70,0
131,FA5_1_2,9/29/2000,,53,387517,8653701,,,AGD66,0.75,3,,,,,E. miniata,45,0
131,FA5_1_2,9/29/2000,,53,387517,8653701,,,AGD66,0.75,3,,,,,others,17,0
131,FA5_1_2,9/29/2000,,53,387517,8653701,,,AGD66,0.75,3,,,,,dead,0,8
132,FA6_2_2,9/29/2000,,53,409819,8632962,,,AGD66,0.75,3,,,,,E. tetrodonta,49,0
132,FA6_2_2,9/29/2000,,53,409819,8632962,,,AGD66,0.75,3,,,,,E. miniata,12,0
132,FA6_2_2,9/29/2000,,53,409819,8632962,,,AGD66,0.75,3,,,,,others,11,0
132,FA6_2_2,9/29/2000,,53,409819,8632962,,,AGD66,0.75,3,,,,,dead,0,5
133,FA6_1_2,9/29/2000,,53,409741,8632921,,,AGD66,0.75,3,,,,,E. miniata,38,0
133,FA6_1_2,9/29/2000,,53,409741,8632921,,,AGD66,0.75,3,,,,,E. tetrodonta,43,0
133,FA6_1_2,9/29/2000,,53,409741,8632921,,,AGD66,0.75,3,,,,,others,6,0
133,FA6_1_2,9/29/2000,,53,409741,8632921,,,AGD66,0.75,3,,,,,dead,0,10
134,FA8_2_2,10/3/2000,,53,431162,8635678,,,AGD66,0.5,3,,,,,E. miniata,50,0
134,FA8_2_2,10/3/2000,,53,431162,8635678,,,AGD66,0.5,3,,,,,E. tetrodonta,37,0
134,FA8_2_2,10/3/2000,,53,431162,8635678,,,AGD66,0.5,3,,,,,others,7,0
134,FA8_2_2,10/3/2000,,53,431162,8635678,,,AGD66,0.5,3,,,,,dead,0,6
134,FA8_2_2,10/3/2000,,53,431162,8635678,,,AGD66,0.5,3,,,,,Corymbia bleeseri,20,0
135,FA8_1_2,10/3/2000,,53,431082,8635661,,,AGD66,0.5,3,,,,,E. tetrodonta,48,0
135,FA8_1_2,10/3/2000,,53,431082,8635661,,,AGD66,0.5,3,,,,,E. miniata,46,0
135,FA8_1_2,10/3/2000,,53,431082,8635661,,,AGD66,0.5,3,,,,,Corymbia bleeseri,17,0
135,FA8_1_2,10/3/2000,,53,431082,8635661,,,AGD66,0.5,3,,,,,others,16,0
135,FA8_1_2,10/3/2000,,53,431082,8635661,,,AGD66,0.5,3,,,,,dead,0,7
136,FA7_2_2,10/3/2000,,53,427518,8612511,,,AGD66,0.75,3,,,,,E. tetrodonta,33,0
136,FA7_2_2,10/3/2000,,53,427518,8612511,,,AGD66,0.75,3,,,,,Corymbia bleeseri,8,0
136,FA7_2_2,10/3/2000,,53,427518,8612511,,,AGD66,0.75,3,,,,,others,4,0
136,FA7_2_2,10/3/2000,,53,427518,8612511,,,AGD66,0.75,3,,,,,dead,0,4
136,FA7_2_2,10/3/2000,,53,427518,8612511,,,AGD66,0.75,3,,,,,E. miniata,5,0
137,FA7_1_2,10/3/2000,,53,427432,8612446,,,AGD66,0.75,3,,,,,E. miniata,18,0
137,FA7_1_2,10/3/2000,,53,427432,8612446,,,AGD66,0.75,3,,,,,E. tetrodonta,19,0
137,FA7_1_2,10/3/2000,,53,427432,8612446,,,AGD66,0.75,3,,,,,Corymbia bleeseri,14,0
137,FA7_1_2,10/3/2000,,53,427432,8612446,,,AGD66,0.75,3,,,,,dead,0,6
137,FA7_1_2,10/3/2000,,53,427432,8612446,,,AGD66,0.75,3,,,,,others,2,0
138,FA9_1_2,10/4/2000,,53,444914,8638093,,,AGD66,0.75,3,,,,,E. tetrodonta,41,0
138,FA9_1_2,10/4/2000,,53,444914,8638093,,,AGD66,0.75,3,,,,,E. miniata,13,0
138,FA9_1_2,10/4/2000,,53,444914,8638093,,,AGD66,0.75,3,,,,,others,2,0
138,FA9_1_2,10/4/2000,,53,444914,8638093,,,AGD66,0.75,3,,,,,dead,0,19
138,FA9_1_2,10/4/2000,,53,444914,8638093,,,AGD66,0.75,3,,,,,Callitris intratropica ,4,0
139,FA9_2_2,10/4/2000,,53,445017,8638075,,,AGD66,0.75,3,,,,,E. tetrodonta,49,0
139,FA9_2_2,10/4/2000,,53,445017,8638075,,,AGD66,0.75,3,,,,,Callitris intratropica ,6,0
139,FA9_2_2,10/4/2000,,53,445017,8638075,,,AGD66,0.75,3,,,,,others,6,0
139,FA9_2_2,10/4/2000,,53,445017,8638075,,,AGD66,0.75,3,,,,,dead,0,9
139,FA9_2_2,10/4/2000,,53,445017,8638075,,,AGD66,0.75,3,,,,,E. miniata,4,0
140,WS2_2_2,2/22/2001,,53,184129,8580524,,,AGD66,0.5,3,,,,,E. miniata,29,0
140,WS2_2_2,2/22/2001,,53,184129,8580524,,,AGD66,0.5,3,,,,,E. tetrodonta,8,0
140,WS2_2_2,2/22/2001,,53,184129,8580524,,,AGD66,0.5,3,,,,,E. chlorostachys,3,0
140,WS2_2_2,2/22/2001,,53,184129,8580524,,,AGD66,0.5,3,,,,,Eucalyptus sp.,4,0
140,WS2_2_2,2/22/2001,,53,184129,8580524,,,AGD66,0.5,3,,,,,others,4,0
140,WS2_2_2,2/22/2001,,53,184129,8580524,,,AGD66,0.5,3,,,,,dead,0,7
141,WS2_1_2,2/22/2001,,53,184227,8580489,,,AGD66,0.5,3,,,,,E. miniata,32,0
141,WS2_1_2,2/22/2001,,53,184227,8580489,,,AGD66,0.5,3,,,,,E. tetrodonta,11,0
141,WS2_1_2,2/22/2001,,53,184227,8580489,,,AGD66,0.5,3,,,,,E. chlorostachys,4,0
141,WS2_1_2,2/22/2001,,53,184227,8580489,,,AGD66,0.5,3,,,,,dead,0,5
142,WS1_1_2,2/22/2001,,53,207387,8589624,,,AGD66,0.5,3,,,,,E. miniata,29,0
142,WS1_1_2,2/22/2001,,53,207387,8589624,,,AGD66,0.5,3,,,,,E. tetrodonta,18,0
142,WS1_1_2,2/22/2001,,53,207387,8589624,,,AGD66,0.5,3,,,,,Eucalyptus sp.,5,0
142,WS1_1_2,2/22/2001,,53,207387,8589624,,,AGD66,0.5,3,,,,,others,9,0
142,WS1_1_2,2/22/2001,,53,207387,8589624,,,AGD66,0.5,3,,,,,dead,0,5
142,WS1_1_2,2/22/2001,,53,207387,8589624,,,AGD66,0.5,3,,,,,E. chlorostachys,2,0
143,WS1_2_2,2/22/2001,,53,207282,8589717,,,AGD66,0.5,3,,,,,E. tetrodonta,23,0
143,WS1_2_2,2/22/2001,,53,207282,8589717,,,AGD66,0.5,3,,,,,E. miniata,26,0
143,WS1_2_2,2/22/2001,,53,207282,8589717,,,AGD66,0.5,3,,,,,Eucalyptus sp.,7,0
143,WS1_2_2,2/22/2001,,53,207282,8589717,,,AGD66,0.5,3,,,,,others,6,0
143,WS1_2_2,2/22/2001,,53,207282,8589717,,,AGD66,0.5,3,,,,,dead,0,6
144,BW9_2_2,11/1/2000,,53,727996,8139658,,,AGD66,0.25,3,,,,,Eucalyptus leucophloia,77,0
144,BW9_2_2,11/1/2000,,53,727996,8139658,,,AGD66,0.25,3,,,,,others,13,0
144,BW9_2_2,11/1/2000,,53,727996,8139658,,,AGD66,0.25,3,,,,,dead,0,20
145,BW9_1_2,11/1/2000,,53,727936,8139741,,,AGD66,0.25,3,,,,,Eucalyptus leucophloia,84,0
145,BW9_1_2,11/1/2000,,53,727936,8139741,,,AGD66,0.25,3,,,,,others,13,0
145,BW9_1_2,11/1/2000,,53,727936,8139741,,,AGD66,0.25,3,,,,,dead,0,25
146,BW6_2_2,10/31/2000,,53,583105,8160794,,,AGD66,0.25,3,,,,,Eucalyptus microtheca,15,0
146,BW6_2_2,10/31/2000,,53,583105,8160794,,,AGD66,0.25,3,,,,,Atalaya hemiglauca,14,0
146,BW6_2_2,10/31/2000,,53,583105,8160794,,,AGD66,0.25,3,,,,,Lysiphyllum cunninghamii,16,0
146,BW6_2_2,10/31/2000,,53,583105,8160794,,,AGD66,0.25,3,,,,,others,2,0
146,BW6_2_2,10/31/2000,,53,583105,8160794,,,AGD66,0.25,3,,,,,dead,0,2
147,BW6_1_2,10/31/2000,,53,583818,8160822,,,AGD66,0.25,3,,,,,Eucalyptus microtheca,27,0
147,BW6_1_2,10/31/2000,,53,583818,8160822,,,AGD66,0.25,3,,,,,Excoecaria parvifolia,36,0
147,BW6_1_2,10/31/2000,,53,583818,8160822,,,AGD66,0.25,3,,,,,dead,0,10
147,BW6_1_2,10/31/2000,,53,583818,8160822,,,AGD66,0.25,3,,,,,Lysiphyllum cunninghamii,10,0
147,BW6_1_2,10/31/2000,,53,583818,8160822,,,AGD66,0.25,3,,,,,others,3,0
148,BW5_2_2,10/30/2000,,53,413430,8181359,,,AGD66,0.25,3,,,,,Acacia shirleyi,7,0
148,BW5_2_2,10/30/2000,,53,413430,8181359,,,AGD66,0.25,3,,,,,Lysiphyllum cunninghamii,9,0
148,BW5_2_2,10/30/2000,,53,413430,8181359,,,AGD66,0.25,3,,,,,Hakea arborescens,4,0
148,BW5_2_2,10/30/2000,,53,413430,8181359,,,AGD66,0.25,3,,,,,others,43,0
148,BW5_2_2,10/30/2000,,53,413430,8181359,,,AGD66,0.25,3,,,,,dead,0,16
148,BW5_2_2,10/30/2000,,53,413430,8181359,,,AGD66,0.25,3,,,,,P. pubescens,5,0
148,BW5_2_2,10/30/2000,,53,413430,8181359,,,AGD66,0.25,3,,,,,Corymbia dichromphloia,3,0
149,BW5_1_2,10/30/2000,,53,413306,8181295,,,AGD66,0.25,3,,,,,Corymbia dichromphloia,11,0
149,BW5_1_2,10/30/2000,,53,413306,8181295,,,AGD66,0.25,3,,,,,others,33,0
149,BW5_1_2,10/30/2000,,53,413306,8181295,,,AGD66,0.25,3,,,,,dead,0,13
149,BW5_1_2,10/30/2000,,53,413306,8181295,,,AGD66,0.25,3,,,,,P. pubescens,14,0
150,BW4_1_1,10/29/2000,,53,371280,8195054,,,AGD66,0.75,3,,,,,Acacia shirleyi,92,0
150,BW4_1_1,10/29/2000,,53,371280,8195054,,,AGD66,0.75,3,,,,,dead,15,0
150,BW4_1_1,10/29/2000,,53,371280,8195054,,,AGD66,0.75,3,,,,,others,8,0
151,BW2_1_2,10/28/2000,,53,277864,8360203,,,AGD66,0.5,3,,,,,Corymbia dichromphloia,7,0
151,BW2_1_2,10/28/2000,,53,277864,8360203,,,AGD66,0.5,3,,,,,E. chlorostachys,17,0
151,BW2_1_2,10/28/2000,,53,277864,8360203,,,AGD66,0.5,3,,,,,E. miniata,10,0
151,BW2_1_2,10/28/2000,,53,277864,8360203,,,AGD66,0.5,3,,,,,others,13,0
151,BW2_1_2,10/28/2000,,53,277864,8360203,,,AGD66,0.5,3,,,,,dead,0,8
151,BW2_1_2,10/28/2000,,53,277864,8360203,,,AGD66,0.5,3,,,,,Corymbia ferruginea,10,0
152,BW3_1_2,10/29/2000,,53,329757,8244115,,,AGD66,0.25,3,,,,,Eucalyptus patellaris,33,0
152,BW3_1_2,10/29/2000,,53,329757,8244115,,,AGD66,0.25,3,,,,,Corymbia sp.,4,0
152,BW3_1_2,10/29/2000,,53,329757,8244115,,,AGD66,0.25,3,,,,,others,12,0
152,BW3_1_2,10/29/2000,,53,329757,8244115,,,AGD66,0.25,3,,,,,dead,0,3
152,BW3_1_2,10/29/2000,,53,329757,8244115,,,AGD66,0.25,3,,,,,Corymbia terminalis,4,0
152,BW3_1_2,10/29/2000,,53,329757,8244115,,,AGD66,0.25,3,,,,,E. chlorostachys,3,0
153,BW1_1_2,10/27/2000,,53,243256,8380236,,,AGD66,0.25,3,,,,,Corymbia dichromphloia,35,0
153,BW1_1_2,10/27/2000,,53,243256,8380236,,,AGD66,0.25,3,,,,,E. chlorostachys,21,0
153,BW1_1_2,10/27/2000,,53,243256,8380236,,,AGD66,0.25,3,,,,,E. tetrodonta,28,0
153,BW1_1_2,10/27/2000,,53,243256,8380236,,,AGD66,0.25,3,,,,,others,9,0
153,BW1_1_2,10/27/2000,,53,243256,8380236,,,AGD66,0.25,3,,,,,dead,0,10
154,BW1_2_2,10/27/2000,,53,243159,8380178,,,AGD66,0.25,3,,,,,E. tetrodonta,24,0
154,BW1_2_2,10/27/2000,,53,243159,8380178,,,AGD66,0.25,3,,,,,Corymbia dichromphloia,37,0
154,BW1_2_2,10/27/2000,,53,243159,8380178,,,AGD66,0.25,3,,,,,others,84,0
154,BW1_2_2,10/27/2000,,53,243159,8380178,,,AGD66,0.25,3,,,,,dead,0,14
154,BW1_2_2,10/27/2000,,53,243159,8380178,,,AGD66,0.25,3,,,,,E. chlorostachys,7,0
155,BW8_2_2,11/1/2000,,53,744216,8131856,,,AGD66,0.25,3,,,,,Corymbia dichromphloia,43,0
155,BW8_2_2,11/1/2000,,53,744216,8131856,,,AGD66,0.25,3,,,,,Corymbia ferruginea,8,0
155,BW8_2_2,11/1/2000,,53,744216,8131856,,,AGD66,0.25,3,,,,,others,22,0
155,BW8_2_2,11/1/2000,,53,744216,8131856,,,AGD66,0.25,3,,,,,dead,0,11
156,BW8_1_2,11/1/2000,,53,744228,8131752,,,AGD66,0.25,3,,,,,Corymbia dichromphloia,43,0
156,BW8_1_2,11/1/2000,,53,744228,8131752,,,AGD66,0.25,3,,,,,E. tetrodonta,14,0
156,BW8_1_2,11/1/2000,,53,744228,8131752,,,AGD66,0.25,3,,,,,others,12,0
156,BW8_1_2,11/1/2000,,53,744228,8131752,,,AGD66,0.25,3,,,,,dead,0,10
157,BW7_2_2,11/1/2000,,53,773945,8103922,,,AGD66,0.25,3,,,,,E. chlorostachys,43,0
157,BW7_2_2,11/1/2000,,53,773945,8103922,,,AGD66,0.25,3,,,,,Corymbia terminalis,7,0
157,BW7_2_2,11/1/2000,,53,773945,8103922,,,AGD66,0.25,3,,,,,others,22,0
157,BW7_2_2,11/1/2000,,53,773945,8103922,,,AGD66,0.25,3,,,,,dead,0,4
158,BW2_2_2,10/28/2000,,53,277875,8360080,,,AGD66,0.5,3,,,,,E. miniata,26,0
158,BW2_2_2,10/28/2000,,53,277875,8360080,,,AGD66,0.5,3,,,,,Corymbia dichromphloia,14,0
158,BW2_2_2,10/28/2000,,53,277875,8360080,,,AGD66,0.5,3,,,,,E. chlorostachys,11,0
158,BW2_2_2,10/28/2000,,53,277875,8360080,,,AGD66,0.5,3,,,,,others,13,0
158,BW2_2_2,10/28/2000,,53,277875,8360080,,,AGD66,0.5,3,,,,,dead,0,5
159,BW7_1_2,11/1/2000,,53,773856,8103919,,,AGD66,0.25,3,,,,,E. chlorostachys,48,0
159,BW7_1_2,11/1/2000,,53,773856,8103919,,,AGD66,0.25,3,,,,,others,11,0
159,BW7_1_2,11/1/2000,,53,773856,8103919,,,AGD66,0.25,3,,,,,dead,0,5
159,BW7_1_2,11/1/2000,,53,773856,8103919,,,AGD66,0.25,3,,,,,Corymbia terminalis,5,0
159,BW7_1_2,11/1/2000,,53,773856,8103919,,,AGD66,0.25,3,,,,,Brachychiton diversifolius,3,0
160,BW3_2_2,10/29/2000,,53,329759,8244110,,,AGD66,0.25,3,,,,,Eucalyptus patellaris,31,0
160,BW3_2_2,10/29/2000,,53,329759,8244110,,,AGD66,0.25,3,,,,,Corymbia sp.,12,0
160,BW3_2_2,10/29/2000,,53,329759,8244110,,,AGD66,0.25,3,,,,,others,21,0
160,BW3_2_2,10/29/2000,,53,329759,8244110,,,AGD66,0.25,3,,,,,dead,0,2
160,BW3_2_2,10/29/2000,,53,329759,8244110,,,AGD66,0.25,3,,,,,E. chlorostachys,7,0
161,BW10_2_2,11/2/2000,,53,669572,8219292,,,AGD66,0.5,3,,,,,E. tetrodonta,41,0
161,BW10_2_2,11/2/2000,,53,669572,8219292,,,AGD66,0.5,3,,,,,others,15,0
161,BW10_2_2,11/2/2000,,53,669572,8219292,,,AGD66,0.5,3,,,,,dead,0,13
162,BW10_1_2,11/2/2000,,53,669679,8219270,,,AGD66,0.5,3,,,,,E. tetrodonta,62,0
162,BW10_1_2,11/2/2000,,53,669679,8219270,,,AGD66,0.5,3,,,,,others,11,0
162,BW10_1_2,11/2/2000,,53,669679,8219270,,,AGD66,0.5,3,,,,,dead,0,8
163,BW11_1_1,11/4/2000,,53,547502,8278988,,,AGD66,0.25,3,,,,,Eucalyptus tectifica,37,0
163,BW11_1_1,11/4/2000,,53,547502,8278988,,,AGD66,0.25,3,,,,,others,50,0
163,BW11_1_1,11/4/2000,,53,547502,8278988,,,AGD66,0.25,3,,,,,dead,0,15
163,BW11_1_1,11/4/2000,,53,547502,8278988,,,AGD66,0.25,3,,,,,Corymbia terminalis,22,0
163,BW11_1_1,11/4/2000,,53,547502,8278988,,,AGD66,0.25,3,,,,,E. chlorostachys,13,0
164,BW12_1_1,11/4/2000,,53,546603,8278113,,,AGD66,0.25,3,,,,,Eucalyptus tectifica,17,0
164,BW12_1_1,11/4/2000,,53,546603,8278113,,,AGD66,0.25,3,,,,,Lysiphyllum cunninghamii,2,0
164,BW12_1_1,11/4/2000,,53,546603,8278113,,,AGD66,0.25,3,,,,,Buchanania obovata,3,0
164,BW12_1_1,11/4/2000,,53,546603,8278113,,,AGD66,0.25,3,,,,,others,60,0
164,BW12_1_1,11/4/2000,,53,546603,8278113,,,AGD66,0.25,3,,,,,dead,0,14
164,BW12_1_1,11/4/2000,,53,546603,8278113,,,AGD66,0.25,3,,,,,Corymbia sp.,23,0
164,BW12_1_1,11/4/2000,,53,546603,8278113,,,AGD66,0.25,3,,,,,Corymbia confertiflora,4,0
164,BW12_1_1,11/4/2000,,53,546603,8278113,,,AGD66,0.25,3,,,,,Corymbia foelscheana,14,0
164,BW12_1_1,11/4/2000,,53,546603,8278113,,,AGD66,0.25,3,,,,,E. chlorostachys,10,0
165,BW13_2_2,11/5/2000,,53,503842,8351600,,,AGD66,0.5,3,,,,,Acacia shirleyi,141,0
165,BW13_2_2,11/5/2000,,53,503842,8351600,,,AGD66,0.5,3,,,,,dead,0,48
165,BW13_2_2,11/5/2000,,53,503842,8351600,,,AGD66,0.5,3,,,,,others,1,0
166,BW13_1_2,11/5/2000,,53,503766,8351579,,,AGD66,0.5,3,,,,,Acacia shirleyi,138,0
166,BW13_1_2,11/5/2000,,53,503766,8351579,,,AGD66,0.5,3,,,,,others,24,0
166,BW13_1_2,11/5/2000,,53,503766,8351579,,,AGD66,0.5,3,,,,,dead,0,36
167,BW14_2_2,11/5/2000,,53,531402,8322648,,,AGD66,0.5,3,,,,,E. tetrodonta,73,0
167,BW14_2_2,11/5/2000,,53,531402,8322648,,,AGD66,0.5,3,,,,,E. miniata,48,0
167,BW14_2_2,11/5/2000,,53,531402,8322648,,,AGD66,0.5,3,,,,,others,2,0
167,BW14_2_2,11/5/2000,,53,531402,8322648,,,AGD66,0.5,3,,,,,dead,0,10
168,BW14_1_2,11/5/2000,,53,531495,8322640,,,AGD66,0.25,3,,,,,E. tetrodonta,94,0
168,BW14_1_2,11/5/2000,,53,531495,8322640,,,AGD66,0.25,3,,,,,E. miniata,44,0
168,BW14_1_2,11/5/2000,,53,531495,8322640,,,AGD66,0.25,3,,,,,others,11,0
168,BW14_1_2,11/5/2000,,53,531495,8322640,,,AGD66,0.25,3,,,,,dead,0,7
