uid	site	date_er	date	zone	easting	northing	lattitude	longitude	datum	factor	count	height_o	height_g	Discription	issues	cent_sp01	cent_l_sp01	cent_d_sp01	cent_sp02	cent_l_sp02	cent_d_sp02	cent_sp03	cent_l_sp03	cent_d_sp03	cent_sp04	cent_l_sp04	cent_d_sp04	cent_sp05	cent_l_sp05	cent_d_sp05	cent_sp06	cent_l_sp06	cent_d_sp06	cent_sp07	cent_l_sp07	cent_d_sp07	cent_sp08	cent_l_sp08	cent_d_sp08	cent_sp09	cent_l_sp09	cent_d_sp09	cent_sp10	cent_l_sp10	cent_d_sp10	cent_sp11	cent_l_sp11	cent_d_sp11	north_sp01	north_l_sp01	north_d_sp01	north_sp02	north_l_sp02	north_d_sp02	north_sp03	north_l_sp03	north_d_sp03	north_sp04	north_l_sp04	north_d_sp04	north_sp05	north_l_sp05	north_d_sp05	north_sp06	north_l_sp06	north_d_sp06	north_sp07	north_l_sp07	north_d_sp07	north_sp08	north_l_sp08	north_d_sp08	north_sp09	north_l_sp09	north_d_sp09	north_sp10	north_l_sp10	north_d_sp10	north_sp11	north_l_sp11	north_d_sp11	south_sp01	south_l_sp01	south_d_sp01	south_sp02	south_l_sp02	south_d_sp02	south_sp03	south_l_sp03	south_d_sp03	south_sp04	south_l_sp04	south_d_sp04	south_sp05	south_l_sp05	south_d_sp05	south_sp06	south_l_sp06	south_d_sp06	south_sp07	south_l_sp07	south_d_sp07	south_sp08	south_l_sp08	south_d_sp08	south_sp09	south_l_sp09	south_d_sp09	south_sp10	south_l_sp10	south_d_sp10	south_sp11	south_l_sp11	south_d_sp11	sw_sp01	sw_l_sp01	sw_d_sp01	sw_sp02	sw_l_sp02	sw_d_sp02	sw_sp03	sw_l_sp03	sw_d_sp03	sw_sp04	sw_l_sp04	sw_d_sp04	sw_sp05	sw_l_sp05	sw_d_sp05	sw_sp06	sw_l_sp06	sw_d_sp06	sw_sp07	sw_l_sp07	sw_d_sp07	sw_sp08	sw_l_sp08	sw_d_sp08	sw_sp09	sw_l_sp09	sw_d_sp09	sw_sp10	sw_l_sp10	sw_d_sp10	sw_sp11	sw_l_sp11	sw_d_sp11	ne_sp01	ne_l_sp01	ne_d_sp01	ne_sp02	ne_l_sp02	ne_d_sp02	ne_sp03	ne_l_sp03	ne_d_sp03	ne_sp04	ne_l_sp04	ne_d_sp04	ne_sp05	ne_l_sp05	ne_d_sp05	ne_sp06	ne_l_sp06	ne_d_sp06	ne_sp07	ne_l_sp07	ne_d_sp07	ne_sp08	ne_l_sp08	ne_d_sp08	ne_sp09	ne_l_sp09	ne_d_sp09	ne_sp10	ne_l_sp10	ne_d_sp10	ne_sp11	ne_l_sp11	ne_d_sp11	se_sp01	se_l_sp01	se_d_sp01	se_sp02	se_l_sp02	se_d_sp02	se_sp03	se_l_sp03	se_d_sp03	se_sp04	se_l_sp04	se_d_sp04	se_sp05	se_l_sp05	se_d_sp05	se_sp06	se_l_sp06	se_d_sp06	se_sp07	se_l_sp07	se_d_sp07	se_sp08	se_l_sp08	se_d_sp08	se_sp09	se_l_sp09	se_d_sp09	se_sp10	se_l_sp10	se_d_sp10	se_sp11	se_l_sp11	se_d_sp11	nw_sp01	nw_l_sp01	nw_d_sp01	nw_sp02	nw_l_sp02	nw_d_sp02	nw_sp03	nw_l_sp03	nw_d_sp03	nw_sp04	nw_l_sp04	nw_d_sp04	nw_sp05	nw_l_sp05	nw_d_sp05	nw_sp06	nw_l_sp06	nw_d_sp06	nw_sp07	nw_l_sp07	nw_d_sp07	nw_sp08	nw_l_sp08	nw_d_sp08	nw_sp09	nw_l_sp09	nw_d_sp09	nw_sp10	nw_l_sp10	nw_d_sp10	nw_sp11	nw_l_sp11	nw_d_sp11
86	el02	4/14/2013	4/14/2013	53	343831.9946	8061264.32			WGS84	0.1	7					Bauhinia cunninghamii	13	0	Gyrocarpus sp.	1	0	Corymbia dichromphloia	1	1	Atalaya hemiglauca	2	0	Acacia hemignosta	2	0																			Bauhinia cunninghamii	15	0	Gyrocarpus sp.	2	0																												Bauhinia cunninghamii	6	1	Gyrocarpus sp.	1	0	Corymbia dichromphloia	3	1	Atalaya hemiglauca	1	0																						Bauhinia cunninghamii	9	6	Gyrocarpus sp.	1	0	Corymbia dichromphloia	1	0																									Bauhinia cunninghamii	21	0	Corymbia dichromphloia	1	0	Atalaya hemiglauca	1	0																									Bauhinia cunninghamii	7	5	Gyrocarpus sp.	1	0	Corymbia dichromphloia	2	1	Corymbia terminalis	1	0																						Bauhinia cunninghamii	13	8	Gyrocarpus sp.	2	0	Corymbia dichromphloia	1	0	Acacia holosericea	1	0																					
87	nc01	4/14/2013	4/14/2013	53	263120.9991	7438072			GDA94	0.25	7					Eucalyptus microtheca	9	2	Exocarpos parvifolia	5	4	Acacia stenophylla	2	1																									Eucalyptus microtheca	11	1	Exocarpos parvifolia	10	1	Acacia stenophylla	1	0																									Eucalyptus microtheca	15	0	Exocarpos parvifolia	3	0	Acacia stenophylla	2	0																									Eucalyptus microtheca	16	1	Exocarpos parvifolia	5	1																												Eucalyptus microtheca	15	3	Exocarpos parvifolia	13	2	Acacia stenophylla	3	1																									Eucalyptus microtheca	14	1	Exocarpos parvifolia	17	2																												Eucalyptus microtheca	15	1	Exocarpos parvifolia	7	0	Acacia stenophylla	2	0																								
88	nc02	4/14/2013	4/14/2013	53	331033	8080603			GDA94	0.25	7					Eucalyptus microtheca	12	0	Excoecaria sp.	6	0	Lysiphyllum cunninghamii	4	0																									Eucalyptus microtheca	6	0	Excoecaria sp.	5	0	Lysiphyllum cunninghamii	4	0																									Eucalyptus microtheca	10	1	Excoecaria sp.	6	4	Lysiphyllum cunninghamii	2	0	P. careya	1	0																						Eucalyptus microtheca	7	0	Excoecaria sp.	2	0	Lysiphyllum cunninghamii	5	0																									Eucalyptus microtheca	9	0	Excoecaria sp.	2	1	Lysiphyllum cunninghamii	6	0	P. careya	2	0																						Eucalyptus microtheca	17	1	Excoecaria sp.	3	0																												Eucalyptus microtheca	9	0	Excoecaria sp.	3	0	Lysiphyllum cunninghamii	10	0																								
89	nc03	4/14/2013	4/14/2013	53	331982	8079271			GDA94	0.1	7					Eucalyptus microtheca	20	7	Excoecaria parvifolia	8	0																												Eucalyptus microtheca	19	1	Excoecaria parvifolia	8	1																												Eucalyptus microtheca	25	3																															Eucalyptus microtheca	18	4	Excoecaria parvifolia	6	0																												Eucalyptus microtheca	25	2	Exocoecaria parvifolia	7	0																												Eucalyptus microtheca	9	1	Excoecaria parvifolia	2	0																												Eucalyptus microtheca	21	2	Excoecaria parvifolia	5	1																											
90	lim01	5/29/2012	5/29/2012	53	579501	8196202			GDA94	0.1	7					Eucalyptus leucophloia	21	9	Corymbia terminalis	1	0	E. chlorostachys	3	0	Lysiphyllum cunninghamii	3	0	Erythroxylum ellipticum	1	0																			Eucalyptus leucophloia	32	5	Corymbia terminalis	2	0	E. chlorostachys	2	0	Lysiphyllum cunninghamii	1	0																						Eucalyptus leucophloia	15	13	E. chlorostachys	4	0	Lysiphyllum cunninghamii	1	0	Eucalyptus tectifica	4	0																						Eucalyptus leucophloia	18	9	E. chlorostachys	2	0	Lysiphyllum cunninghamii	2	0	Eucalyptus tectifica	4	0	Carissa lanceolata	2	0	P. pubescens	1	0																Eucalyptus leucophloia	15	4	Corymbia terminalis	1	0	E. chlorostachys	6	0	Lysiphyllum cunninghamii	1	0	Eucalyptus tectifica	1	0	Brachychiton diversifolius	1	0																Eucalyptus leucophloia	17	3	Corymbia terminalis	2	0	E. chlorostachys	10	0	Eucalyptus tectifica	3	0	Brachychiton diversifolius	3	0																			Eucalyptus leucophloia	29	11	Lysiphyllum cunninghamii	2	0	P. pubescens	1	0	Terminalia canescens	1	0																					
91	lim02	5/29/2012	5/29/2012	53	574103	8191418			GDA94	0	7				No factor	Terminalia canescens	15	2	P. pubescens	3	0	E. chlorostachys	2	0	Bauhinia cunninghamii	2	0	Alphitonia excelsa	2	0																			Terminalia canescens	17	0	P. pubescens	1	0	E. chlorostachys	3	1	Erythroxylum ellipticum	6	0	Bauhinia cunninghamii	4	0	Atalaya hemiglauca	3	0																Terminalia canescens	15	0	E. chlorostachys	8	2	Erythroxylum ellipticum	6	0	Bauhinia cunninghamii	6	2																						Terminalia canescens	12	1	P. pubescens	1	0	E. chlorostachys	2	1	Bauhinia cunninghamii	5	0																						Terminalia canescens	14	2	P. pubescens	6	0	E. chlorostachys	4	0	Erythroxylum ellipticum	1	0	Bauhinia cunninghamii	2	0	Calytrix exstipulata	2	0	Eucalyptus leucophloia	1	0													Terminalia canescens	14	1	P. pubescens	9	2	E. chlorostachys	5	0	Erythroxylum ellipticum	2	0	Bauhinia cunninghamii	7	0	Corymbia ferruginea	1	0																Terminalia canescens	19	0	P. pubescens	1	0	E. chlorostachys	1	1	Erythroxylum ellipticum	4	0	Bauhinia cunninghamii	5	2																		
92	lim03	5/30/2012	5/30/2012	53	573428	8181141			GDA94	0.25	7					E. chlorostachys	6	1	Eucalyptus chlorophylla	16	1	Corymbia terminalis	4	0																									E. chlorostachys	6	0	Eucalyptus chlorophylla	13	0	Corymbia terminalis	1	0																									E. chlorostachys	8	2	Eucalyptus chlorophylla	13	0	Corymbia terminalis	6	0																									E. chlorostachys	8	4	Eucalyptus chlorophylla	4	1	Corymbia terminalis	1	0																									E. chlorostachys	12	0	Eucalyptus chlorophylla	14	0	Corymbia terminalis	3	0																									E. chlorostachys	6	0	Eucalyptus chlorophylla	14	1	Corymbia terminalis	0	1	Bauhinia cunninghamii	2	0																						E. chlorostachys	7	0	Eucalyptus chlorophylla	18	1	Corymbia terminalis	4	0	Bauhinia cunninghamii	1	0																					
93	lim04	5/30/2012	5/30/2012	53	573458	8177216			GDA94	0.1	7					Corymbia grandifolia	2	0	Terminalia canescens	8	0	Grevillea refracta	5	2	Corymbia ferruginea	6	1																						Corymbia grandifolia	3	0	Terminalia canescens	7	3	Grevillea refracta	3	0	Corymbia ferruginea	10	0	E. chlorostachys	1	0																			Corymbia grandifolia	3	0	Terminalia canescens	11	0	Grevillea refracta	6	0	Corymbia ferruginea	4	1																						Corymbia grandifolia	7	0	Terminalia canescens	3	0	Grevillea refracta	0	5	Corymbia ferruginea	5	1																						Corymbia grandifolia	3	0	Terminalia canescens	8	1	Corymbia ferruginea	7	1	E. chlorostachys	1	0	Brachychiton diversifolius	1	0																			Corymbia grandifolia	2	1	Terminalia canescens	4	1	Grevillea refracta	6	2	Corymbia ferruginea	7	0																						Corymbia grandifolia	2	0	Terminalia canescens	15	0	Grevillea refracta	6	0	Corymbia ferruginea	5	1																					
94	lim05	5/30/2012	5/30/2012	53	576173	8188489			GDA94	0	7				No factor	E. chlorostachys	6	2	Corymbia ptychocarpa	4	0	Corymbia ferruginea	1	0	Buchanania obovata	2	0	Grevillea pteridifolia	1	0	E. tetrodonta	15	1																E. chlorostachys	2	1	Corymbia ptychocarpa	6	0	Corymbia ferruginea	2	0	E. miniata	4	1	Buchanania obovata	2	0																			E. chlorostachys	0	1	Corymbia ptychocarpa	4	1	E. miniata	3	0	E. tetrodonta	9	2	P. spiralis	6	1																			Corymbia ptychocarpa	1	0	Corymbia ferruginea	2	0	Grevillea pteridifolia	5	0	Acacia species	5	0	E. tetrodonta	16	2																			Corymbia ptychocarpa	11	1	Grevillea pteridifolia	1	0	E. tetrodonta	4	0	Terminalia canescens	1	1																						E. chlorostachys	4	0	Corymbia ptychocarpa	2	0	Corymbia ferruginea	2	0	Buchanania obovata	2	0	Grevillea pteridifolia	9	0	Acacia species	10	0	E. tetrodonta	3	2	Melaleuca viridiflora	0	2										E. chlorostachys	4	0	Corymbia ptychocarpa	16	0	Grevillea pteridifolia	2	0	E. tetrodonta	2	0																					
95	lim06	5/30/2012	5/30/2012	53	576019	8196839			GDA94	0.1	7					Terminalia canescens	8	1	Corymbia grandifolia	9	0	Corymbia terminalis	7	0	Bauhinia cunninghamii	1	0	Hakea arborescens	2	0	Eucalyptus chlorophylla	5	1	Petalostigma pubescens	5	4	Brachychiton diversifolius	1	0	E. chlorostachys	3	0							Terminalia canescens	12	6	Corymbia grandifolia	7	0	Corymbia terminalis	8	2	Bauhinia cunninghamii	3	0	Hakea arborescens	6	0	Eucalyptus chlorophylla	4	0	Petalostigma pubescens	4	0	Brachychiton diversifolius	1	0	E. chlorostachys	6	0							Terminalia canescens	5	3	Corymbia grandifolia	8	0	Hakea arborescens	6	1	Eucalyptus chlorophylla	5	3	Petalostigma pubescens	10	2	E. chlorostachys	3	2																Terminalia canescens	5	1	Corymbia grandifolia	1	0	Corymbia terminalis	2	0	Hakea arborescens	2	0	Eucalyptus chlorophylla	9	1	Petalostigma pubescens	11	2	Brachychiton diversifolius	1	0	E. chlorostachys	8	1										Terminalia canescens	3	2	Corymbia grandifolia	7	0	Corymbia terminalis	9	0	Bauhinia cunninghamii	2	0	Hakea arborescens	1	0	Eucalyptus chlorophylla	3	0	Petalostigma pubescens	2	0	Brachychiton diversifolius	1	0	E. chlorostachys	2	0							Terminalia canescens	1	0	Corymbia grandifolia	5	0	Corymbia terminalis	5	0	Bauhinia cunninghamii	1	0	Hakea arborescens	3	0	Eucalyptus chlorophylla	6	1	Petalostigma pubescens	4	0	Brachychiton diversifolius	1	0	E. chlorostachys	17	0							Terminalia canescens	4	2	Corymbia grandifolia	5	0	Corymbia terminalis	8	0	Hakea arborescens	4	0	Eucalyptus chlorophylla	9	0																		
96	legu01	10/5/2012	10/5/2012	52	527394	8299333			WGS84	0.1	7					Corymbia polycarpa	4	0	Melaleuca nervoa	2	0	Melaleuca viridiflora	5	0																									Corymbia polycarpa	4	0	Melaleuca nervoa	2	0	Melaleuca viridiflora	10	0	Acacia sp.	1	0																						Corymbia polycarpa	2	0	Melaleuca nervoa	1	0	Melaleuca viridiflora	8	0	Acacia sp.	3	0																						Corymbia polycarpa	1	0	Melaleuca viridiflora	18	0																												Corymbia polycarpa	4	1	Melaleuca nervoa	4	0	Melaleuca viridiflora	1	0	Acacia sp.	10	1																						Corymbia polycarpa	3	1	Melaleuca nervoa	3	0	Acacia sp.	9	2																									Corymbia polycarpa	3	0	Melaleuca nervoa	1	0	Melaleuca viridiflora	16	0																								
97	legu02	10/5/2012	10/5/2012	52	532430	8323270			WGS84	0	7																																																																																																																																																																																																																																											
98	legu03	10/6/2012	10/6/2012	52	549846	8327784			WGS84	0	7																																																																																																																																																																																																																																											
99	legu04	10/7/2012	10/7/2012	52	527634	8297780			WGS84	0.1	7					E. tetrodonta	15	2	Corymbia ferruginea	1	0	Grevillea decurrens	4	0	Terminalia canescens	1	0	Eucalyptus tectifica	2	0																			E. tetrodonta	7	0	Corymbia ferruginea	1	0	E. chlorostachys	1	0	Grevillea decurrens	3	0	Terminalia canescens	2	0	Terminalia carpentariae	1	0	Eucalyptus tectifica	2	0													E. tetrodonta	17	0	Corymbia ferruginea	1	0	E. chlorostachys	6	0																									E. tetrodonta	16	1	Corymbia ferruginea	2	0	E. chlorostachys	4	0	Terminalia canescens	1	0	Eucalyptus tectifica	4	0																			E. tetrodonta	12	0	Corymbia ferruginea	1	0	E. chlorostachys	6	0	Terminalia canescens	3	0	Terminalia carpentariae	2	0	Eucalyptus tectifica	3	0																E. tetrodonta	14	0	Corymbia ferruginea	2	0	E. chlorostachys	3	0	Terminalia canescens	5	0																						E. tetrodonta	11	1	Corymbia ferruginea	2	0	E. chlorostachys	7	0	Grevillea decurrens	1	0	Terminalia canescens	2	0	Eucalyptus tectifica	3	0															
100	legu05	10/7/2012	10/7/2012	52	525845	8298997			WGS84	0.1	7					Acacia sp.	21	0	E. tetrodonta	1	0	E. miniata	6	0																									Acacia sp.	14	1	E. tetrodonta	5	1	E. miniata	13	3																									Acacia sp.	33	0	E. tetrodonta	2	0	E. miniata	2	0	Terminalia carpentariae	1	0																						Acacia sp.	35	3	E. tetrodonta	2	0	E. miniata	3	0																									Acacia sp.	32	0	E. tetrodonta	2	0	E. miniata	6	0	Terminalia carpentariae	1	0																						Acacia sp.	20	5	E. tetrodonta	3	0	E. miniata	3	0	Terminalia carpentariae	1	0	Petalostigma pubescens	1	0																			Acacia sp.	20	1	E. tetrodonta	2	1	E. miniata	8	1																								
101	legu06	10/7/2012	10/7/2012	52	518868	8305642			WGS84	0.25	7					Corymbia bella	8	1	Acacia holosericea	13	0	Corymbia polycarpa	1	0	Terminalia grandiflora	1	0	P. careya	1	0																			Corymbia bella	7	0	Acacia holosericea	6	0	Corymbia polycarpa	3	0	P. careya	3	0	Strychnos lucida	1	0	Alstonia species	1	0																Corymbia bella	11	0	Acacia holosericea	1	0	Corymbia polycarpa	3	0	Terminalia grandiflora	2	0	P. careya	3	0																			Corymbia bella	9	0	Acacia holosericea	3	0	Corymbia polycarpa	4	0	Terminalia grandiflora	1	0	P. careya	2	0																			Corymbia bella	9	0	Acacia holosericea	7	0	Corymbia polycarpa	3	0	P. careya	3	0	Ficus scobina	1	0	Lysiphyllum cunninghamii	1	0																Corymbia bella	8	0	Acacia holosericea	2	0	Corymbia polycarpa	5	0	Terminalia grandiflora	3	0	P. careya	2	0	Ficus scobina	6	0	Lysiphyllum cunninghamii	2	0													Corymbia bella	12	1	Acacia holosericea	11	0	Corymbia polycarpa	2	0	Terminalia grandiflora	1	0	P. careya	3	0																		
102	legu07	10/8/2012	10/8/2012	52	513788	8299653			WGS84	0.25	7					E. miniata	16	2	E. tetrodonta	5	0	Acacia sp.	1	0	Buchanania obovata	3	0	P. careya	5	0	Terminalia carpentariae	1	0																E. miniata	7	2	E. tetrodonta	2	0	Acacia sp.	4	0	Buchanania obovata	2	0	P. careya	2	0	Terminalia carpentariae	3	0	P. pubescens	2	0													E. miniata	17	2	E. tetrodonta	4	0	P. careya	1	0	Terminalia carpentariae	1	0	P. pubescens	1	0	Grevillea agrifolia	1	0																E. miniata	15	0	E. tetrodonta	4	0	Acacia sp.	2	0	Buchanania obovata	2	0	P. careya	5	0	Terminalia carpentariae	2	0																E. miniata	10	0	E. tetrodonta	5	0	Acacia sp.	0	1	Petalostigma pubescens	10	0																						E. miniata	16	1	E. tetrodonta	3	0	Acacia sp.	3	3	Buchanania obovata	1	0	P. careya	2	0	Terminalia carpentariae	1	0	Petalostigma pubescens	2	0	Owinea sp.	1	0										E. miniata	11	1	E. tetrodonta	3	0	Acacia sp.	7	0	Buchanania obovata	3	0	P. careya	2	0	Terminalia carpentariae	3	0	Petalostigma pubescens	4	0	Persoonia falcata	2	0									
103	legu08	10/8/2012	10/8/2012	52	518282	8293176			WGS84	0.1	7					E. miniata	10	4	E. tetrodonta	10	0	Buchanania obovata	8	0																									E. miniata	18	4	E. tetrodonta	11	1	Buchanania obovata	2	0	P. careya	2	0	Terminalia carpentariae	1	0																			E. miniata	17	2	E. tetrodonta	11	1	Buchanania obovata	1	0	Grevillea agrifolia	4	0																						E. miniata	15	2	E. tetrodonta	14	2	Buchanania obovata	2	0	Terminalia carpentariae	1	0																						E. miniata	16	4	E. tetrodonta	7	0	Buchanania obovata	2	0	Terminalia carpentariae	1	0																						E. miniata	15	3	E. tetrodonta	13	0																												E. miniata	13	3	E. tetrodonta	12	2	Buchanania obovata	1	0	P. careya	1	0	Terminalia carpentariae	3	0																		
104	jdr01	5/22/2012	5/22/2012	52	780970	8463596			GDA94	0.75	7					E. miniata	26	0																															E. miniata	25	0																															E. miniata	22	0	Corymbia sp.	4	0																												E. miniata	19	0																															E. miniata	18	0	Corymbia sp.	5	0																												E. miniata	13	1	Corymbia sp.	8	0																												E. miniata	19	0	Corymbia sp.	4	0																											
105	jdr02	5/23/2012	5/23/2012	52	781061	8466531			GDA94	0.5	7					E. tetrodonta	19	2	Corymbia sp.	9	0																												E. tetrodonta	16	0	Corymbia sp.	3	0																												E. tetrodonta	22	1	Corymbia sp.	5	0																												E. tetrodonta	23	2	Corymbia sp.	4	0																												E. tetrodonta	26	1	Corymbia sp.	4	0																												E. tetrodonta	24	1	Corymbia sp.	10	0																												E. tetrodonta	20	1	Corymbia sp.	7	0																											
106	jdr03	5/23/2012	5/23/2012	52	777576	8467718			GDA94	0.25	7					Syzygium sp.	37	2																															Syzygium sp.	27	1																															Syzygium sp.	36	2																															Syzygium sp.	28	0																															Syzygium sp.	40	1																															Syzygium sp.	29	0																															Syzygium sp.	39	0																														
107	jdr04	5/23/2012	5/23/2012	52	780647	8453538			GDA94	0.25	7					species 1	15	1																															species 1	18	1																															species 1	4	0																															species 1	6	0	species 2	3	0																												species 1	6	0																															species 1	19	0	species 2	3	0																												species 1	5	0																														
108	jdr05	5/24/2012	5/24/2012	52	783456	8438384			GDA94	0	7			pasture (cleared)	ok																																																																																																																																																																																																																																							
109	auv01	10/9/2012	10/9/2012	52	617217	8277135			GDA94	0.1	7	9	0.35			Lysiphyllum cunninghamii	30	2	Eucalyptus microtheca	1	0	Atalaya hemiglauca	2	0																									Lysiphyllum cunninghamii	19	0	Eucalyptus microtheca	4	0																												Lysiphyllum cunninghamii	15	1	Eucalyptus microtheca	3	0	Atalaya hemiglauca	2	0	Terminalia volucris	9	0																						Lysiphyllum cunninghamii	30	0	Eucalyptus microtheca	6	0	Atalaya hemiglauca	1	0	Terminalia volucris	6	1																						Lysiphyllum cunninghamii	25	1	Eucalyptus microtheca	5	0	Atalaya hemiglauca	3	0																									Lysiphyllum cunninghamii	17	0	Terminalia volucris	5	2																												Lysiphyllum cunninghamii	25	0	Eucalyptus microtheca	3	0	Atalaya hemiglauca	2	0	Terminalia volucris	11	0																					
110	auv02	10/10/2012	10/10/2012	52	610386	8266535			GDA94	0.1	7	11	0.5			Eucalyptus pruinosa	10	0	Brachychiton diversifolius	1	0	Terminalia arostrata	2	0	Eucalyptus terminalis	2	0	Corymbia confertiflora	3	1	Melaleuca minutifolia	1	0																Eucalyptus pruinosa	16	1	Brachychiton diversifolius	4	0	Eucalyptus terminalis	2	0	Corymbia confertiflora	0	1	Lysiphyllum cunninghamii	1	0																			Eucalyptus pruinosa	10	0	Brachychiton diversifolius	1	0	Terminalia arostrata	2	0	Corymbia confertiflora	6	0	Lysiphyllum cunninghamii	1	0																			Eucalyptus pruinosa	14	1	Terminalia arostrata	2	0	Eucalyptus terminalis	2	0	Corymbia confertiflora	1	0	Lysiphyllum cunninghamii	3	0	Acacia sp.	1	0																Eucalyptus pruinosa	18	3	Brachychiton diversifolius	1	0	Eucalyptus terminalis	1	0	Corymbia confertiflora	1	0	Lysiphyllum cunninghamii	2	0	Melaleuca minutifolia	10	0																Eucalyptus pruinosa	11	0	Brachychiton diversifolius	3	0	Terminalia arostrata	2	0	Corymbia confertiflora	5	0	Melaleuca minutifolia	3	0																			Eucalyptus pruinosa	14	0	Eucalyptus terminalis	3	0	Corymbia confertiflora	1	0																								
111	auv03	10/10/2012	10/10/2012	52	604892	8262852			GDA94	0.1	7	9	1.3			Lysiphyllum cunninghamii	8	0	Acacia valida	5	0	Atalaya hemiglauca	1	0																									Lysiphyllum cunninghamii	3	0																															Lysiphyllum cunninghamii	6	0	Acacia valida	6	0	Terminalia volucris	1	0																									Lysiphyllum cunninghamii	5	0	Acacia valida	6	0	Atalaya hemiglauca	2	0	Terminalia volucris	1	0																						Lysiphyllum cunninghamii	6	0	Excoecaria parvifolia	3	0																												Lysiphyllum cunninghamii	6	0	Acacia valida	1	0	Excoecaria parvifolia	4	0																									Lysiphyllum cunninghamii	4	0	Acacia valida	1	0	Atalaya hemiglauca	1	0	Terminalia volucris	1	0	Carissa lanceolata	2	0																		
112	auv04	10/10/2012	10/10/2012	52	587303	8250675			GDA94	0	7	7	0.35		missing factor	Lysiphyllum cunninghamii	4	1	Terminalia platyptera	2	0																												Lysiphyllum cunninghamii	4	0	Terminalia platyptera	1	0																												Lysiphyllum cunninghamii	2	1	Terminalia platyptera	1	0																												Lysiphyllum cunninghamii	4	0																															Lysiphyllum cunninghamii	1	0	Atalaya hemiglauca	1	0	Terminalia platyptera	1	0																									Terminalia platyptera	10	0																															Lysiphyllum cunninghamii	4	0	Terminalia platyptera	1	0																											
113	auv05	10/11/2012	10/11/2012	52	588622	8246171			GDA94	0.1	7	9	0.1																																				Terminalia volucris	1	0	Terminalia platyptera	1	0	Lysiphyllum cunninghamii	1	0																																																																																																																													1	0																																																															
114	auv06	10/11/2012	10/11/2012	52	573289	8230086			GDA94	0	7	0	0.2																																																																																																																																																																																																																																									
115	auv07	10/11/2012	10/11/2012	52	573841	8223158			GDA94	0	7																																																																																																																																																																																																																																											
116	auv08	10/11/2012	10/11/2012	52	566766	8209009			GDA94	0	7	0	0.6	"Mixxed clossed tussock grassland, black soil plains"																																																																																																																																																																																																																																								
117	auv09	10/11/2012	10/11/2012	52	569278	8212966			GDA94	0	7	3	0.3	Open tussock grassland on rocky rise																																																																																																																																																																																																																																								
118	nt001	5/23/2011	5/23/2011	52	738723	8457225			GDA94	0	7			piviot pasture (cleared)	ok																																																																																																																																																																																																																																							
119	nt002	5/23/2012	5/23/2012	52	739680	8458420			GDA94	0	7			pasture (cleared)																																																																																																																																																																																																																																								
120	nt003	5/23/2012	5/23/2012	52	735889	8468165			GDA94	0	7			pasture (cleared)																																																																																																																																																																																																																																								
121	nt004	5/24/2012	5/24/2012	52	701766	8555613			GDA94	0	7			pasture with a couple of trees WW2	Perhaps basal																																																																																																																																																																																																																																							
